fid,year2,year,aggplot_id,site,date,plot_id,VOLUME,rededge,BGI2,blue,HI,TVI,RGBVI,GR,IHS,GLI,GNDVI,nir,red,green,NGBDI,NDVI,HUE,NDRE,SI,SCI,MGRVI,RVI,DVI,GRVI,NGRDI,BI,GLA,VARI,CIG,CIRE,PSRI,CVI,EXG,BGI,EVI,wetbiomass,drybiomass,SDYLD
1049,2024,2024,7,Millville,06-05-2024,26,0.00520674232393503,0.00150874839164317,0.642186343669891,5.5251637240871e-4,0.919856131076813,0.0646188408136368,0.222371518611908,0.985270798206329,7.5951783219352e-4,0.0999287292361259,0.404875248670578,0.00220709666609764,8.4678258281201e-4,9.0139539679512e-4,0.217888578772545,0.406585693359375,-7.09889036443201e-10,0.182238504290581,0.21868397295475,0.21868397295475,0.0148376831784844,2.37032675743103,6.0201116139069e-4,0.0074192495085299,0.0074192495085299,7.770006195642e-4,0.0999287292361259,0.0111311823129654,1.36063992977142,0.445700854063034,-0.00875216629356146,2.23384428024292,3.0246083042584e-4,0.642186343669891,0.00270502036437392,5206.4,3198.3999999999996,5.48
1049,2024,2024,7,Millville,06-25-2024,26,0.010009883902967,0.00147645710967481,0.64530748128891,5.3267378825694e-4,1.63795185089111,0.0553578324615955,0.16405463218689,1.11452805995941,7.6392816845327e-4,0.0637820810079575,0.409296095371246,0.00208839168772101,9.1432355111464e-4,8.4232760127633e-4,0.215578258037567,0.367473691701889,6.931149432176651e-9,0.165534690022469,0.272223621606827,0.272223621606827,-0.108007997274399,2.16192388534546,5.1729677943512e-4,-0.0541624277830124,-0.0541624277830124,7.8138540266081e-4,0.0637820810079575,-0.0778220742940903,1.38579106330872,0.39674437046051,0.0648448392748833,2.5899991989135702,1.9325446919538e-4,0.64530748128891,0.002469023456797,5206.4,3198.3999999999996,5.48
1049,2024,2024,7,Millville,07-11-2024,26,0.00374873541295528,0.00182398536708206,0.627014815807343,6.6104694269597e-4,2.23003149032593,0.0464149378240108,0.129746809601784,1.22840404510498,0.00100327783729881,0.0370756760239601,0.36327651143074,0.00235543493181467,0.00129559577908367,0.0010620440589264,0.229245096445084,0.273841679096222,2.66214232880202e-8,0.124582074582577,0.323319643735886,0.323319643735886,-0.202862158417702,1.75422024726868,4.9276085337624e-4,-0.102496676146984,-0.102496676146984,0.00103843479882926,0.0370756760239601,-0.142616361379623,1.14108097553253,0.284623086452484,0.136537835001945,2.62940096855164,1.5244010137394e-4,0.627014815807343,0.00235581677407026,5206.4,3198.3999999999996,5.48
1049,2024,2024,7,Millville,07-16-2024,26,0.00124220328871161,0.00238997046835721,0.60900616645813,9.0779445599764e-4,2.56983304023743,0.0438276492059231,0.114376209676266,1.30740427970886,0.00143853446934372,0.0214854571968317,0.340676486492157,0.00300261005759239,0.00192982831504196,0.00148434878792614,0.243003308773041,0.217932358384132,7.32116731683163e-8,0.111384123563766,0.364361226558685,0.364361226558685,-0.261803537607193,1.55732357501984,5.9064681408926e-4,-0.13322514295578,-0.13322514295578,0.00149896368384361,0.0214854571968317,-0.180778488516808,1.03341221809387,0.250691294670105,0.190370693802834,2.65991020202637,1.2134917051298e-4,0.60900616645813,0.00257569132372737,5206.4,3198.3999999999996,5.48
1051,2024,2024,7,Millville,06-05-2024,28,0.0398269705474377,0.00145478860940784,0.490241914987564,3.5230175126344e-4,-0.118302129209042,0.116856679320335,0.486779689788818,0.712414026260376,5.3179694805294e-4,0.251388102769852,0.529035687446594,0.00243851845152676,5.103379371576e-4,7.3230674024671e-4,0.342063993215561,0.646305859088898,-1.0607831057996e-8,0.248459070920944,0.188795149326324,0.188795149326324,0.326670140028,4.65460252761841,9.3394017312675e-4,0.167941853404045,0.167941853404045,5.5652600713074e-4,0.251388102769852,0.232757180929184,2.24660634994507,0.661199033260345,-0.142981976270676,2.30482530593872,5.5154098663479e-4,0.490241914987564,0.0045452774502337,11062.400000000001,6874.4000000000005,7.8
1051,2024,2024,7,Millville,06-25-2024,28,0.034943625330925,0.00153228221461177,0.518839597702026,3.8966684951447e-4,0.642822086811066,0.0932156443595886,0.354677349328995,0.913983225822449,6.185300881043e-4,0.163109719753265,0.489793717861176,0.00228995573706925,6.8915786687284e-4,7.7466265065595e-4,0.316794782876968,0.525877237319946,-4.0607726070618405e-9,0.198821529746056,0.272771656513214,0.272771656513214,0.0897013023495674,3.21831679344177,7.3209055699408e-4,0.0449412353336811,0.0449412353336811,6.4272800227627e-4,0.163109719753265,0.0614246912300587,1.91998302936554,0.496322691440582,-0.0432425439357758,2.59956908226013,4.1782922926358e-4,0.518839597702026,0.00378536619246006,11062.400000000001,6874.4000000000005,7.8
1051,2024,2024,7,Millville,07-11-2024,28,0.0306638143956661,0.00179995270445943,0.581303715705872,5.5318162776529e-4,1.86700403690338,0.066090501844883,0.184723347425461,1.17946362495422,8.8573549874126e-4,0.0629970356822014,0.427681565284729,0.00241281162016094,0.00113474426325411,9.6418708562851e-4,0.264779210090637,0.35856032371521,1.69600635757661e-8,0.147405162453651,0.336762309074402,0.336762309074402,-0.163576900959015,2.11798596382141,5.9617043007165e-4,-0.0823430046439171,-0.0823430046439171,0.00091876910300925005,0.0629970356822014,-0.112741909921169,1.49455797672272,0.345780104398727,0.0981002151966095,2.91019821166992,2.2559637727681e-4,0.581303715705872,0.00302259903401136,11062.400000000001,6874.4000000000005,7.8
1051,2024,2024,7,Millville,07-16-2024,28,0.00323004368692636,0.00246022269129753,0.594171404838562,8.7934732437133e-4,2.50709629058838,0.0483359284698963,0.124128006398678,1.30191123485565,0.00142220489215106,0.0250573884695768,0.356251209974289,0.00307101453654468,0.00190917321015149,0.00148433807771653,0.254570245742798,0.234479874372482,7.0355177683723e-8,0.113474175333977,0.372856944799423,0.372856944799423,-0.257877469062805,1.61260271072388,6.0720945475623e-4,-0.131156772375107,-0.131156772375107,0.00148271233774722,0.0250573884695768,-0.177402436733246,1.10680186748505,0.255997449159622,0.183488324284554,2.72286605834961,1.4316217857413e-4,0.594171404838562,0.00273526064120233,11062.400000000001,6874.4000000000005,7.8
1052,2024,2024,8,Millville,06-05-2024,29,0.00692264130339026,0.002129111206159,0.70509946346283,0.00106680777389556,2.26268148422241,0.0334832407534122,0.0880011767148972,1.18467903137207,0.00144896295387298,0.0273755341768265,0.250451266765594,0.0025506888050586,0.00178377516567707,0.00149986962787807,0.172952085733414,0.171515464782715,4.06625240145786e-8,0.0916289091110229,0.252601385116577,0.252601385116577,-0.167867913842201,1.41404628753662,4.2272254358977e-4,-0.0845337584614754,-0.0845337584614754,0.00147714198101312,0.0273755341768265,-0.124955751001835,0.668272137641907,0.201743349432945,0.131951555609703,1.97493600845337,1.6286100435536e-4,0.70509946346283,0.00184076849836856,514.4,186.4,0.11
1052,2024,2024,8,Millville,06-25-2024,29,0.00253523862920702,0.0020532647613436,0.690194010734558,9.4487384194508e-4,2.66646409034729,0.0315301120281219,0.0712576806545258,1.2583190202713,0.00135047198273242,0.0131879197433591,0.28771635890007,0.00250850431621075,0.00173175719100982,0.00137180939782411,0.183296114206314,0.181332603096962,5.0243247784465e-8,0.0983999148011208,0.290961623191833,0.290961623191833,-0.22581647336483,1.44299459457397,4.4439514749683e-4,-0.114385537803173,-0.114385537803173,0.00138845993205905,0.0131879197433591,-0.164637610316277,0.807870268821716,0.218278393149376,0.172599762678146,2.27245616912842,7.04212652635761e-5,0.690194010734558,0.00189006386790425,514.4,186.4,0.11
